Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
b9cd90db-0ba1-6395-bc63-6f8d1628e8d2,1985-08-08,,999-44-2940,S99995976,X8763287X,Mr.,Johnathon489,Nelson403,Romaguera67,,,M,white,nonhispanic,M,Newburyport  Massachusetts  US,385 Bergnaum Light Suite 90,Middleborough,Massachusetts,Plymouth County,,00000,41.907818514879864,-70.88108494792046,85508.64,2285.61,61874
a6be481d-2097-47fd-4e36-c2742a7f8a51,1992-07-21,,999-65-2939,S99994609,X72835826X,Mrs.,Deetta949,Tianna963,Kessler503,,Schulist381,M,white,nonhispanic,F,Petersham  Massachusetts  US,448 Hilpert Ramp,Freetown,Massachusetts,Bristol County,,00000,41.757200763571205,-71.0562105882811,123924.88,148959.70,88827
4398b207-d2a8-5a9f-fb7a-fdd80f02017f,1982-02-21,,999-41-1783,S99986819,X39171704X,Mr.,Domingo513,,Daniel959,,,M,white,nonhispanic,M,Fairhaven  Massachusetts  US,174 Batz Ramp,Fairhaven,Massachusetts,Bristol County,,00000,41.61957604556637,-70.86416475850947,198285.10,19483.82,47468
8e809b94-9ca5-44e9-77b3-75f729917ae6,1971-08-24,,999-79-5705,S99928755,X47487443X,Mrs.,María Teresa440,Micaela928,Madera340,,Rosario163,M,other,hispanic,F,Bogota  Bogota  CO,1054 Orn Orchard Apt 51,Worcester,Massachusetts,Worcester County,25027,01545,42.26865736202868,-71.79541612897994,15794.47,717894.36,10478
cdfb871c-4d27-b9b4-5b84-a691e37a8128,1972-01-18,2019-09-08,999-39-2752,S99987600,X57552748X,Mrs.,Tisha655,Sallie654,Hilpert278,,Reynolds644,M,black,nonhispanic,F,Leominster  Massachusetts  US,174 Shanahan Grove Unit 14,Boston,Massachusetts,Suffolk County,25025,02210,42.33283469819137,-71.05053656948199,466842.71,155809.75,81244
64064ab9-385c-48b1-212d-06f9c55d9fe7,1993-11-04,2004-11-08,999-23-4895,,,,Devin82,,Bosco882,,,,asian,nonhispanic,M,Quincy  Massachusetts  US,181 Braun Flat Apt 11,Cambridge,Massachusetts,Middlesex County,25017,02142,42.338956290674886,-71.18402365611286,22524.58,35.75,150410
8b548a38-bdfd-024d-dde8-2752e45ef0a9,1964-09-14,,999-75-7234,S99988290,X38630529X,Mrs.,Pamela954,Tamesha39,Kulas532,,Kuhn96,W,white,hispanic,F,Springfield  Massachusetts  US,1006 Tillman Light Unit 60,Hudson,Massachusetts,Middlesex County,25017,01749,42.40105099326279,-71.55747944829986,538111.97,13070.95,98656
36e927dc-3ab9-9886-a631-cb676fb4e0c7,1990-01-23,,999-19-5862,S99939823,X44640063X,Mr.,Israel728,Wilbert25,Nitzsche158,,,M,white,nonhispanic,M,Brimfield  Massachusetts  US,391 Steuber Knoll Apt 28,Lowell,Massachusetts,Middlesex County,25017,01851,42.65716725832677,-71.34557803970422,79543.13,1811.39,91880
349a5dd1-54b4-c22a-677d-d44d106119c3,1949-11-10,,999-15-3738,S99975285,X34076993X,Mr.,Ramiro608,César846,Granado100,,,D,white,hispanic,M,Juarez  Chihuahua  MX,628 Bednar Manor Suite 52,Lawrence,Massachusetts,Essex County,25009,01843,42.68145675819105,-71.18018166095524,256793.10,156756.72,51418
e01074d6-0673-9b4f-6717-7b1f2a586585,1992-06-13,,999-38-4551,S99923685,X58403083X,Mrs.,Lavonia8,Andria131,Berge125,,Hauck852,M,white,nonhispanic,F,Springfield  Massachusetts  US,933 Kling Mall,Chelsea,Massachusetts,Suffolk County,25017,02149,42.410523550192224,-71.00084145560612,74882.42,477210.65,24925
27091c56-1042-7cb0-f1e8-fa89b4862f7a,1989-07-16,,999-91-8234,S99983881,X69469221X,Mr.,Earle679,Lemuel304,Reilly981,,,M,white,nonhispanic,M,Salem  Massachusetts  US,1046 Swift Street Apt 56,Stoneham,Massachusetts,Middlesex County,25017,02180,42.42770975493077,-71.08461593884505,167620.29,0.00,92235
0927951c-3f64-e5ed-a8a3-add01e86fbc3,2009-07-14,,999-76-6806,S99952666,,,Darcel357,Willia886,Baumbach677,,,,white,nonhispanic,F,Bourne  Massachusetts  US,901 Johnston Manor Apt 30,Medford,Massachusetts,Middlesex County,25017,02155,42.42831022800737,-71.1378706077813,36395.78,20359.73,66753
91c86566-3c82-75d7-785c-4d9b4cc0b9c4,1996-08-09,,999-45-8312,S99951774,X5854240X,Mrs.,Hien98,Mayme605,Bayer639,,Roberts511,M,white,nonhispanic,F,Beverly  Massachusetts  US,284 Hessel Burg,West Springfield,Massachusetts,Hampden County,25013,01089,42.130076919627804,-72.65301334577167,7794.70,373366.57,20701
3033bdf8-7ee4-c1e5-fc16-27fa6db03150,1934-11-17,1999-04-10,999-74-5273,S99939051,X10530616X,Mr.,Jewell855,Ned189,Macejkovic424,,,D,white,nonhispanic,M,North Attleborough  Massachusetts  US,351 Altenwerth Course,Fall River,Massachusetts,Bristol County,25005,02721,41.70855276124344,-71.16351087169107,255198.24,0.00,64046
fec2900c-358c-f523-10ca-4cd758b8f005,1996-11-11,,999-47-6882,S99994592,X68963625X,Mr.,Alejandro916,Rodrigo242,Zarate81,,,M,black,hispanic,M,Kingston  Kingston  JM,469 Daniel Brook,Boston,Massachusetts,Suffolk County,25025,02124,42.29187432706848,-71.0941933128148,72457.22,2488.98,65175
64a9bd67-f4fd-86ad-419d-c78a8cbedfd2,1946-01-04,,999-28-1856,S99950885,X35745080X,Mrs.,Elvera717,,Muller251,,Sipes176,M,white,nonhispanic,F,Framingham  Massachusetts  US,945 Spinka Underpass Suite 71,Westfield,Massachusetts,Hampden County,25013,01085,42.11874856751211,-72.80024158514954,906296.11,348758.89,40641
861cc948-909a-f6c4-d20c-6b7fd1d018fd,1983-06-26,,999-76-9552,S99934758,X76990819X,Mrs.,Margarete324,,Douglas31,,Kohler843,M,white,nonhispanic,F,Cambridge  Massachusetts  US,170 Schumm Boulevard Unit 98,Bedford,Massachusetts,Middlesex County,25017,01730,42.464986602774125,-71.28817046504415,290390.92,585232.01,151380
e7eb457a-2729-a665-6acb-50b5b3465e6a,1973-06-02,,999-37-5471,S99965248,X71688211X,Mr.,Solomon675,,Johnson679,,,M,white,nonhispanic,M,Lynnfield  Massachusetts  US,553 Hauck Manor Suite 62,Middleton,Massachusetts,Essex County,,00000,42.57403566444021,-71.04180250118682,112200.77,16142.38,192274
43051240-b032-42a4-c5d3-67c9be6aac5b,1993-11-04,,999-72-3690,S99918667,X80295463X,Mr.,Terry864,,Herzog843,,,S,asian,nonhispanic,M,Bliss Corner  Massachusetts  US,593 Herman Center,Cambridge,Massachusetts,Middlesex County,25017,02142,42.416459141966094,-71.10292038331082,48799.62,0.00,150410
b6117019-1ed8-53bb-5304-f6e5ee31be87,1978-07-02,,999-78-1238,S99941665,X21521554X,Mrs.,Chanda935,Marlin805,Schuster709,,Ferry570,W,black,nonhispanic,F,Lowell  Massachusetts  US,517 Hermiston Trafficway,White Island Shores,Massachusetts,Plymouth County,,00000,41.83175537586722,-70.68576247550104,497927.08,621433.83,56646
a36b269d-c0ad-73e6-83c2-434a7b45bc59,1989-10-26,,999-98-3605,S99994876,X5413995X,Ms.,Noma845,,Roob72,,,S,white,nonhispanic,F,Halifax  Massachusetts  US,186 Prosacco Hollow Suite 36,Quincy,Massachusetts,Norfolk County,25021,02170,42.27332020879484,-71.03034312477237,148323.94,1064074.55,181861
7fda2c6f-fd6e-c4e4-ccb4-77553a7b97d2,1977-06-20,,999-84-3270,S99979168,X59999937X,Mr.,Jeremy766,Shawn523,Schimmel440,,,S,white,hispanic,M,Lowell  Massachusetts  US,1003 Douglas Gardens,Woburn,Massachusetts,Middlesex County,25017,01890,42.489681418527354,-71.15352908788228,102865.13,4998.32,63163
eb03c635-cdff-47d6-0bc9-14f51c236cf4,1970-12-06,,999-32-2894,S99958045,X75247569X,Mrs.,Daniel959,Adriana394,Schaefer657,PhD,Howell947,M,white,nonhispanic,F,Dudley  Massachusetts  US,640 Swaniawski Burg,Yarmouth,Massachusetts,Barnstable County,,00000,41.63371987001838,-70.21607789407248,738668.71,930575.00,50550
81b7e749-262b-415a-2971-6b190171fbfe,1972-01-18,,999-41-4308,S99927865,X36788232X,Mrs.,Delphine397,Nia310,Yundt842,,Swaniawski813,M,black,nonhispanic,F,Mendon  Massachusetts  US,653 Ankunding Track Apt 69,Boston,Massachusetts,Suffolk County,25025,02125,42.24185109090102,-71.0719301362258,607211.11,394707.08,81244
7a8bf8ea-176f-8ccd-f256-250bbc0235ac,1958-01-23,,999-96-6770,S99973834,X32740984X,Mr.,Douglass930,,Cremin516,,,D,white,nonhispanic,M,Cambridge  Massachusetts  US,1041 Collier Burg,Fairhaven,Massachusetts,Bristol County,,00000,41.67822900762154,-70.82984172597601,130986.55,302366.28,42494
4cc5a8d4-2230-a963-d4f3-634cce784b59,1950-03-29,,999-60-7419,S99944212,X61411908X,Ms.,Laurel943,Camie739,Kassulke119,,,S,white,nonhispanic,F,Ayer  Massachusetts  US,846 Macejkovic Grove,Fairhaven,Massachusetts,Bristol County,,00000,41.651685806145736,-70.88730917192427,337930.83,227035.20,82776
2d9839db-ff52-84cd-99e1-4c7024774275,1944-05-23,,999-90-9146,S99970682,X13143819X,Mr.,Pedro316,,Bosco882,,,M,black,nonhispanic,M,Fall River  Massachusetts  US,403 Blick Stravenue Suite 4,Hingham,Massachusetts,Plymouth County,25023,02043,42.2258100962956,-70.83851372922312,224542.32,303245.58,295934
feb2a133-8c06-d7dc-9302-ad5ac28947ce,1934-11-17,1998-05-07,999-81-1516,S99947930,X28365587X,Mr.,Wm806,Rhett759,Heller342,,,M,white,nonhispanic,M,Boston  Massachusetts  US,253 Renner Green Suite 95,Fall River,Massachusetts,Bristol County,25005,02723,41.63953636103235,-71.02569838174294,291899.28,24211.86,64046
da0e4560-86b2-1c5c-7fb3-6c34cf601210,1934-11-17,1989-10-02,999-19-7099,S99940528,X70192139X,Mr.,Jewell855,Carey440,Bruen238,,,M,white,nonhispanic,M,Springfield  Massachusetts  US,219 Beatty Corner Suite 24,Fall River,Massachusetts,Bristol County,25005,02723,41.6825384732969,-71.14370475191375,153528.51,385155.50,64046
0dc7fb40-400d-1ad8-e413-14875a3d700f,1923-03-13,,999-86-6475,S99984049,X26964386X,Mr.,Marty115,Gale827,Pacocha935,,,M,white,nonhispanic,M,Shirley  Massachusetts  US,942 Koss Street Apt 37,Southbridge,Massachusetts,Worcester County,25027,01550,42.050653127989854,-72.00785597709917,353724.38,1707310.44,30066
4c5d3942-6a43-d49c-3720-28bc7bab5587,1934-11-17,,999-35-9540,S99942771,X12870672X,Mr.,Cornelius968,Sonny285,Satterfield305,,,M,white,nonhispanic,M,Norwood  Massachusetts  US,970 Pollich Skyway,Fall River,Massachusetts,Bristol County,25005,02720,41.70937152968404,-71.16405440902021,272951.96,207898.20,64046
